epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
145,5056.53,0.47605,0.33209,0.8263,0.89214,0.5665,0.74849,0.47648,1.17192,0.59345,1.01473,0.000656,0.000656,0.000656
146,5093.03,0.46511,0.33148,0.82292,0.88307,0.68817,0.77876,0.48657,1.171,0.57517,1.00918,0.000651875,0.000651875,0.000651875
147,5125.78,0.46422,0.32232,0.82416,0.81776,0.78301,0.79261,0.496,1.15072,0.57124,1.00611,0.00064775,0.00064775,0.00064775
148,5162.6,0.44964,0.31375,0.82382,0.762,0.7646,0.76795,0.50175,1.14704,0.57276,1.01308,0.000643625,0.000643625,0.000643625
149,5195.66,0.45027,0.31938,0.82344,0.86098,0.7452,0.77261,0.50068,1.146,0.58194,1.01369,0.0006395,0.0006395,0.0006395
150,5216.22,0.4464,0.31568,0.82579,0.82756,0.75032,0.78313,0.50219,1.14994,0.56711,1.01684,0.000635375,0.000635375,0.000635375
151,5250.79,0.45114,0.32169,0.82632,0.85515,0.58414,0.70815,0.45494,1.14969,0.58294,1.01441,0.00063125,0.00063125,0.00063125
152,5286.87,0.44481,0.31876,0.82415,0.75635,0.69848,0.75008,0.4899,1.13713,0.58673,1.00721,0.000627125,0.000627125,0.000627125
153,5316.33,0.45401,0.32288,0.82765,0.78959,0.71016,0.74052,0.50037,1.13202,0.58853,1.00333,0.000623,0.000623,0.000623
154,5360.65,0.44252,0.31793,0.8231,0.74219,0.76595,0.75631,0.50447,1.14824,0.56861,1.01557,0.000618875,0.000618875,0.000618875
155,5390.33,0.44871,0.30988,0.8231,0.89396,0.64348,0.76053,0.49477,1.15323,0.59247,1.00937,0.00061475,0.00061475,0.00061475
156,5426.58,0.45137,0.31595,0.82449,0.89099,0.67071,0.75217,0.47615,1.15359,0.5775,1.00778,0.000610625,0.000610625,0.000610625
157,5455.67,0.44805,0.32193,0.82572,0.87384,0.62007,0.73306,0.46423,1.15266,0.57803,1.01091,0.0006065,0.0006065,0.0006065
158,5496.02,0.45865,0.32465,0.82336,0.86055,0.58798,0.74909,0.48395,1.15861,0.60065,1.02783,0.000602375,0.000602375,0.000602375
159,5527.2,0.43881,0.3133,0.82458,0.84911,0.64592,0.78514,0.52766,1.17253,0.58913,1.02493,0.00059825,0.00059825,0.00059825
160,5553.05,0.44978,0.31879,0.82173,0.87149,0.6404,0.76939,0.4859,1.17207,0.58503,1.02302,0.000594125,0.000594125,0.000594125
161,5584.1,0.45758,0.32158,0.82987,0.79451,0.65088,0.73261,0.47428,1.17642,0.5677,1.03094,0.00059,0.00059,0.00059
162,5622.75,0.44194,0.31287,0.82316,0.84366,0.65538,0.77224,0.49453,1.16314,0.58231,1.02118,0.000585875,0.000585875,0.000585875
163,5657.6,0.4403,0.31451,0.81928,0.86285,0.59425,0.72909,0.47259,1.16297,0.5657,1.02689,0.00058175,0.00058175,0.00058175
164,5698.21,0.43559,0.31106,0.82004,0.86509,0.66718,0.78024,0.50169,1.16672,0.57406,1.02689,0.000577625,0.000577625,0.000577625
165,5724.46,0.42468,0.30409,0.81871,0.82039,0.68385,0.75822,0.48961,1.16676,0.57392,1.0293,0.0005735,0.0005735,0.0005735
166,5763.19,0.42824,0.30675,0.8162,0.74332,0.71596,0.79398,0.48827,1.17945,0.57442,1.0314,0.000569375,0.000569375,0.000569375
167,5794.38,0.42576,0.30656,0.81435,0.68935,0.77486,0.78205,0.50543,1.15121,0.57581,1.0211,0.00056525,0.00056525,0.00056525
168,5832.82,0.43339,0.31273,0.82146,0.75474,0.71561,0.75532,0.47728,1.16258,0.57908,1.02751,0.000561125,0.000561125,0.000561125
169,5870.07,0.4272,0.31376,0.81488,0.74117,0.69403,0.74764,0.47615,1.16655,0.57636,1.02767,0.000557,0.000557,0.000557
170,5901.85,0.42356,0.31056,0.81899,0.84147,0.61943,0.73803,0.47586,1.1581,0.56232,1.01823,0.000552875,0.000552875,0.000552875
171,5935.2,0.43017,0.30507,0.82099,0.74301,0.73425,0.78741,0.49271,1.14282,0.5706,1.01316,0.00054875,0.00054875,0.00054875
172,5965.89,0.43642,0.3099,0.82043,0.89856,0.66618,0.78871,0.51123,1.15718,0.57535,1.01982,0.000544625,0.000544625,0.000544625
173,5995.79,0.43277,0.30772,0.82139,0.86463,0.74827,0.81371,0.52754,1.16192,0.58073,1.025,0.0005405,0.0005405,0.0005405
174,6032.85,0.42408,0.30318,0.81897,0.8823,0.71115,0.8052,0.51514,1.16779,0.57009,1.03191,0.000536375,0.000536375,0.000536375
175,6062.46,0.43032,0.30875,0.81848,0.85197,0.69619,0.7971,0.51156,1.16858,0.57675,1.0281,0.00053225,0.00053225,0.00053225
176,6097.58,0.4323,0.30962,0.81865,0.82074,0.72429,0.79881,0.50872,1.16704,0.56765,1.02608,0.000528125,0.000528125,0.000528125
